id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ko-nikl-19733,떨구다,,"To glance down. / To make something above move down. / To drop or leave behind what one has been holding. / To make someone fall behind or be left out. / To bend one's head down. / To lower a price or amount. / To use up something that has been used. / To make someone or something lose a value, position, honor, etc. / To shake something very hard so that it falls off. / To drop a bad thought or feeling. / To make someone not passing or not picked in a test, contest, etc.",verb,people > physical actions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=19733,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-19752,떫다,,Bitter- and rough-tasting. / Displeased because someone's remark or behavior is not right.,descriptive verb,food > tastes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=19752,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-19754,떳떳하다,,Having a clear conscience; holding one's head up.,descriptive verb,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=19754,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-19780,또래,,"A group of people of similar age or level, or a person in such a group.",noun,people > types of people,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=19780,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-19783,또렷하다,,Clear and sure.,descriptive verb,concepts > shape,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=19783,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-20088,라켓,,"Sports equipment used to hit the ball in badminton, ping-pong, tennis, etc.",noun,daily life > leisure equipment,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=20088,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-20143,레슬링,,"A sport in which two persons struggle hand-to-hand on a mat, each trying to press his/her opponent's shoulders to the ground.",noun,daily life > leisure activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=20143,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-20153,레저,,"Time free from work or duties, or using that time to relax comfortably.",noun,daily life > leisure activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=20153,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-20310,리포터,,"A reporter who delivers news from the scene for a newspaper, broadcast, magazine, etc.",noun,social life > occupations,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=20310,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-20348,마누라,,(affectionate) One's wife who is past middle-age. / (slang) A woman who is past middle-age.,noun,daily life > family relationships,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=20348,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-35840,마비,,A state in which a part or all of the body has become numb or cannot move due to problems with the nerves or muscles. / (figurative) A state in which something does not function properly due to a problem.,noun,daily life > illness and symptoms,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=35840,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-35929,마지못하다,,Not wanting to do but must do.,descriptive verb,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=35929,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-35940,마취,,The process of making someone lose consciousness or senses for a certain time by using drugs. / The state in which someone is so engrossed in something as to lose his/her reason.,noun,daily life > medical treatment,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=35940,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-35993,막대하다,,Extremely large or numerous.,descriptive verb,concepts > shape,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=35993,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36003,막무가내,,The manner of ignoring what other people say because of stubbornness.,noun,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36003,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36150,만장일치,,The opinions of all people being the same.,noun,social life > social conditions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36150,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36157,만족도,,The level of achievement that one feels about an expectation or need towards something.,noun,people > emotions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36157,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36208,맏이,,The firstborn child among many brothers and sisters.,noun,daily life > family relationships,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36208,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36210,맏형,,The eldest brother among many brothers.,noun,daily life > family relationships,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36210,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36296,말끝,,The ending of a short statement or story.,noun,social life > communication tools,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36296,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36306,말단,,"The tail end of something. / The lowest position within a company or organization, etc.",noun,social life > job positions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36306,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36343,말문,,A mouth that is opened for the purpose of speaking. / The first time one speaks.,noun,social life > communication tools,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36343,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36374,말솜씨,,Being good or being poor at speaking.,noun,people > abilities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36374,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36379,말썽,,Words or behavior that causes trouble.,noun,social life > social activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36379,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36392,말재주,,A talent for speaking well.,noun,people > abilities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36392,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36484,망신,,Losing one's face or honor due to a mistake in words or behavior.,noun,social life > social activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36484,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36610,매니저,,"A person whose job it is to manage an entertainer or athlete's casting, schedule, income, etc. / A person who is responsible for overseeing and supervising the business of a company, hotel, shop, etc.",noun,social life > occupations,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36610,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36626,매력적,,Having the power of attracting people's attention or hearts.,noun,people > appearance,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36626,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36637,매매,,The act of selling and buying things.,noun,economy > economic activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36637,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36663,매섭다,,"So ferocious that one feels scared. / Cold or wind, etc., being very severe.",descriptive verb,people > personality,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36663,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36689,매입,,The act of buying things.,noun,economy > economic activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36689,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36720,매출,,The act of selling an object.,noun,economy > economic conditions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36720,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36726,매콤하다,,A smell or taste being pleasingly a little bit hot.,descriptive verb,food > tastes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36726,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36773,맨손,,"A hand that has nothing on or does not hold anything. / (figurative) A state of having no money or assets, etc.",noun,people > body parts,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36773,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36813,맹세,,The act of making a firm commitment or promise.,noun,social life > social activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36813,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36849,머금다,,"To keep something in one's mouth without swallowing it. / To hold in some fluid, such as tears, without letting it fall. / To show some expression or emotion on one' face. / To have an emotion or thought.",verb,people > physical actions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36849,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36905,머리맡,,The area around the head of a person who is lying down.,noun,concepts > location and direction,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36905,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36939,머지않다,,Not far-off in terms of time.,descriptive verb,concepts > time,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36939,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36962,먹음직스럽다,,Looking delicious enough to stimulate one's appetite.,descriptive verb,concepts > shape,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36962,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-36993,멀다,,To become unable to see or hear. / (figurative) To fall into a state of vague thoughts and lose one's ability to judge.,verb,concepts > location and direction,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=36993,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37027,멋스럽다,,The image or atmosphere of someone or something being good and sophisticated.,descriptive verb,people > appearance,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37027,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37034,멍들다,,For the part beneath one's skin to become blue when one is hit by something or is beaten. / (figurative) For one's mind to become hurt or shocked due to a certain incident.,verb,daily life > illness and symptoms,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37034,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37045,멍청하다,,Dazed as if one lost one's wits. / So unintelligent as to be incapable of making sound judgements.,descriptive verb,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37045,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37049,멍하다,,Unresponsive as if he/she lost his/her wits. / Being in a daze as one is frightened or embarrassed.,descriptive verb,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37049,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37116,면,,"A thread or a cloth that is made of cotton wool, cotton cloth, or a cotton ball.",noun,clothing and appearance > fabric,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37116,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37117,면,,"A dish made from flour, potato flour, etc., the dough of which is cut into thin, long strips or processed through a machine as thin, long, round strips.",noun,food > dishes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37117,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37131,면모,,"A person or thing's outer appearance or figure. / A person or thing's state, or character or nature.",noun,concepts > shape,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37131,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37148,면세점,,"A store located in an airport or downtown, that sells products tax-free.",noun,economy > commercial places,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37148,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37151,면역,,"A phenomenon in which an antibody is created against a germ or virus invading the body of humans or animals, keeping one from catching a disease caused by such a germ or virus. / (figurative) A state in which one is accustomed to a repeated stimulus, and ends up being unresponsive and insensitive to it.",noun,daily life > illness and symptoms,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37151,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37160,면접시험,,A test in which an interviewer evaluates an interviewee by asking questions in person.,noun,social life > social activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37160,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37175,면회,,"Visiting and meeting someone working or living in a certain place, where the entrance of ordinary people is restricted.",noun,social life > social activities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37175,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37214,명당,,"propitious site; auspicious place: A good site for a house or grave, believed to bring luck to one's offspring according to a theory of Korean geomancy. / A site or place that is very good for doing a certain thing.",noun,concepts > regions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37214,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37218,명랑,,The state of being pleasant and full of life.,noun,people > personality,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37218,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37273,명소,,"A place famous for its beautiful scenery, historical significance or local specialties.",noun,daily life > leisure facilities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37273,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37279,명승지,,A place famous for its great scenery.,noun,daily life > leisure facilities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37279,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37344,명품,,A product or work that is excellent or well-known.,noun,economy > economic products,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37344,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37447,모발,,A person's hair.,noun,people > body parts,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37447,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37463,모서리,,"An area of a thing, where edges meet and form an angle. / In a polyhedron, a line created by the intersection of two sides.",noun,concepts > shape,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37463,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37497,모유,,Milk from the mother.,noun,food > drinks,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37497,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37543,모퉁이,,"The area enclosed by curves or turns. / The part of an edge of a thing, or a secluded place. / A part within a certain range.",noun,concepts > regions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37543,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37556,모형,,A frame used for making or molding a thing with a same shape. / A thing that is made after a shape of a certain object. / An examplar thing or person introduced to explain or prove a certain fact or system.,noun,concepts > shape,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37556,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37602,목덜미,,The back of the neck.,noun,people > body parts,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37602,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37606,목돈,,A large amount of money,noun,economy > financial instruments,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37606,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37649,목장,,"A place with pens, grass, etc., for raising cows, horses, sheep, etc.",noun,economy > commercial places,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37649,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37706,몰락,,A state of becoming worthless due to loss of wealth or weakened power. / A complete extinction as a result of an utter failure.,noun,economy > economic conditions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37706,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37710,몰려가다,,"For a crowd of people to go somewhere at the same time. / For clouds, etc., to travel in one direction at the same time.",verb,people > physical actions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37710,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37734,몰아쉬다,,To breathe in and out a large amount of air in one breath.,verb,people > physical actions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37734,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37824,못마땅하다,,"Being unhappy with something, and therefore having reservations about it.",descriptive verb,people > emotions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37824,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37871,묘미,,A special fascination or amusement felt only about a certain thing.,noun,people > emotions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37871,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37934,무기력,,The state of having no energy or power to do something.,noun,people > abilities,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37934,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37946,무난하다,,"Having few difficulties or obstacles. / Having no recognizable shortcoming or defect. / Having a personality which is okay, not picky.",descriptive verb,people > personality,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37946,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-37993,무뚝뚝하다,,"A person's manner of speaking, behavior, facial expression, etc., being not soft or congenial, so as to give an impression of coldness.",descriptive verb,people > personality,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=37993,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-38004,무례,,The quality of having no manners in one's words or behavior.,noun,people > attitudes,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=38004,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
ko-nikl-38014,무르다,,"Not hard or stiff, but soft. / Tender and soft as a result of containing too much water. / Tender-hearted or weak.",descriptive verb,people > personality,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=38014,NIKL source band: advanced; project heuristic TOPIK 5: professional and social category; not an official per-grade list
